world_x; world_y; image_x; image_y;
1.4000; 2.1000; 1429.9572; 1116.1377; 
1.4000; 2.2000; 1430.7800; 1162.9750; 
1.4000; 2.3000; 1431.4745; 1209.6758; 
1.4000; 2.4000; 1431.9946; 1256.2396; 
1.4000; 2.5000; 1432.4298; 1302.6647; 
1.4000; 2.6000; 1432.6709; 1348.8265; 
1.4000; 2.7000; 1432.8290; 1394.7207; 
1.4000; 2.8000; 1432.9254; 1440.3379; 
1.4000; 2.9000; 1432.9363; 1485.7943; 
1.4000; 3.0000; 1433.0593; 1531.0416; 
1.4000; 3.1000; 1433.1697; 1576.0763; 
1.4000; 3.2000; 1433.1289; 1620.7871; 
1.4000; 3.3000; 1433.0159; 1665.1096; 
1.4000; 3.4000; 1432.8335; 1708.9520; 
1.4000; 3.5000; 1432.6278; 1752.6488; 
1.4000; 3.6000; 1432.2651; 1795.8628; 
1.4000; 3.7000; 1432.0175; 1838.7594; 
1.4000; 3.8000; 1431.6512; 1881.4031; 
1.4000; 3.9000; 1431.4336; 1923.9988; 
1.5000; 0.1000; 1350.1067; 215.9918; 
1.5000; 0.2000; 1352.1672; 258.0405; 
1.5000; 0.3000; 1354.2335; 300.3722; 
1.5000; 0.4000; 1356.3341; 343.1259; 
1.5000; 0.5000; 1358.3739; 386.2023; 
1.5000; 0.6000; 1360.4292; 429.6860; 
1.5000; 0.7000; 1362.4607; 473.4828; 
1.5000; 0.8000; 1364.4152; 517.7004; 
1.5000; 0.9000; 1366.3221; 562.2991; 
1.5000; 1.0000; 1368.2367; 607.2049; 
1.5000; 1.1000; 1370.1660; 652.3657; 
1.5000; 1.2000; 1371.9600; 697.9675; 
1.5000; 1.3000; 1373.5623; 743.8762; 
1.5000; 1.4000; 1375.0684; 790.0615; 
1.5000; 1.5000; 1376.6003; 836.4232; 
1.5000; 1.6000; 1378.0450; 882.9343; 
1.5000; 1.7000; 1379.4474; 929.6213; 
1.5000; 1.8000; 1380.7853; 976.3868; 
1.5000; 1.9000; 1382.0331; 1023.3252; 
1.5000; 2.0000; 1383.1105; 1070.2959; 
1.5000; 2.1000; 1384.0471; 1117.2700; 
1.5000; 2.2000; 1384.8636; 1164.1934; 
1.5000; 2.3000; 1385.6053; 1211.0116; 
1.5000; 2.4000; 1386.1697; 1257.7280; 
1.5000; 2.5000; 1386.6458; 1304.2369; 
1.5000; 2.6000; 1386.9595; 1350.5074; 
1.5000; 2.7000; 1387.1794; 1396.5052; 
1.5000; 2.8000; 1387.3262; 1442.2273; 
1.5000; 2.9000; 1387.4999; 1487.7363; 
1.5000; 3.0000; 1387.6768; 1533.0154; 
1.5000; 3.1000; 1387.8635; 1578.1453; 
1.5000; 3.2000; 1387.9452; 1622.9246; 
1.5000; 3.3000; 1387.9271; 1667.2656; 
1.5000; 3.4000; 1387.8159; 1711.2036; 
1.5000; 3.5000; 1387.6851; 1754.8057; 
1.5000; 3.6000; 1387.4340; 1798.0887; 
1.5000; 3.7000; 1387.2396; 1841.0111; 
1.5000; 3.8000; 1387.1040; 1883.7544; 
1.5000; 3.9000; 1387.0028; 1926.3622; 
1.6000; 0.1000; 1305.4904; 216.1826; 
1.6000; 0.2000; 1307.4218; 258.0275; 
1.6000; 0.3000; 1309.4523; 300.2959; 
1.6000; 0.4000; 1311.3386; 343.0492; 
1.6000; 0.5000; 1313.2404; 386.1673; 
1.6000; 0.6000; 1315.1769; 429.6651; 
1.6000; 0.7000; 1317.1348; 473.3799; 
1.6000; 0.8000; 1318.9542; 517.7248; 
1.6000; 0.9000; 1320.7615; 562.3520; 
1.6000; 1.0000; 1322.6292; 607.2506; 
1.6000; 1.1000; 1324.4606; 652.4296; 
1.6000; 1.2000; 1326.1049; 698.1300; 
1.6000; 1.3000; 1327.7332; 744.0519; 
1.6000; 1.4000; 1329.1760; 790.3790; 
1.6000; 1.5000; 1330.6089; 836.8562; 
1.6000; 1.6000; 1331.9668; 883.4904; 
1.6000; 1.7000; 1333.2841; 930.2820; 
1.6000; 1.8000; 1334.5282; 977.2202; 
1.6000; 1.9000; 1335.7200; 1024.2272; 
1.6000; 2.0000; 1336.8042; 1071.2878; 
1.6000; 2.1000; 1337.7750; 1118.3529; 
1.6000; 2.2000; 1338.6249; 1165.4182; 
1.6000; 2.3000; 1339.3230; 1212.2971; 
1.6000; 2.4000; 1340.0079; 1259.1211; 
1.6000; 2.5000; 1340.5112; 1305.7367; 
1.6000; 2.6000; 1340.9393; 1352.0807; 
1.6000; 2.7000; 1341.2346; 1398.1614; 
1.6000; 2.8000; 1341.5703; 1444.0034; 
1.6000; 2.9000; 1341.7644; 1489.5833; 
1.6000; 3.0000; 1342.0178; 1534.9186; 
1.6000; 3.1000; 1342.2493; 1580.1082; 
1.6000; 3.2000; 1342.4921; 1624.9355; 
1.6000; 3.3000; 1342.4663; 1669.2312; 
1.6000; 3.4000; 1342.5321; 1713.2045; 
1.6000; 3.5000; 1342.4875; 1756.7639; 
1.6000; 3.6000; 1342.4076; 1800.1349; 
1.6000; 3.7000; 1342.3846; 1843.1454; 
1.6000; 3.8000; 1342.3138; 1885.7578; 
1.6000; 3.9000; 1342.3521; 1928.3629; 
1.7000; 0.1000; 1260.7227; 216.4498; 
1.7000; 0.2000; 1262.5818; 258.2534; 
1.7000; 0.3000; 1264.3994; 300.4802; 
1.7000; 0.4000; 1266.1758; 343.2122; 
1.7000; 0.5000; 1267.9309; 386.3650; 
1.7000; 0.6000; 1269.7336; 429.8797; 
1.7000; 0.7000; 1271.4451; 473.7614; 
1.7000; 0.8000; 1273.2531; 517.8470; 
1.7000; 0.9000; 1275.0363; 562.3484; 
1.7000; 1.0000; 1276.8033; 607.2842; 
1.7000; 1.1000; 1278.4310; 652.6683; 
1.7000; 1.2000; 1280.0909; 698.2632; 
1.7000; 1.3000; 1281.6077; 744.3055; 
1.7000; 1.4000; 1282.9906; 790.7686; 
1.7000; 1.5000; 1284.3014; 837.3292; 
1.7000; 1.6000; 1285.6069; 884.1078; 
1.7000; 1.7000; 1286.8469; 931.0209; 
1.7000; 1.8000; 1288.0259; 978.0382; 
1.7000; 1.9000; 1289.1501; 1025.1354; 
1.7000; 2.0000; 1290.2231; 1072.2898; 
1.7000; 2.1000; 1291.2039; 1119.5061; 
1.7000; 2.2000; 1292.0763; 1166.6190; 
1.7000; 2.3000; 1292.8989; 1213.6171; 
1.7000; 2.4000; 1293.5269; 1260.4160; 
1.7000; 2.5000; 1294.1107; 1307.1233; 
1.7000; 2.6000; 1294.6765; 1353.5861; 
1.7000; 2.7000; 1295.0974; 1399.7983; 
1.7000; 2.8000; 1295.4965; 1445.6837; 
1.7000; 2.9000; 1295.8322; 1491.2943; 
1.7000; 3.0000; 1296.1089; 1536.6975; 
1.7000; 3.1000; 1296.3774; 1581.8341; 
1.7000; 3.2000; 1296.7659; 1626.7369; 
1.7000; 3.3000; 1296.8636; 1671.0067; 
1.7000; 3.4000; 1296.9939; 1714.9974; 
1.7000; 3.5000; 1297.0621; 1758.5970; 
1.7000; 3.6000; 1297.1780; 1801.8870; 
1.7000; 3.7000; 1297.2550; 1844.9270; 
1.7000; 3.8000; 1297.3594; 1887.6678; 
1.7000; 3.9000; 1297.5417; 1930.1597; 
1.8000; 0.1000; 1215.8936; 216.7336; 
1.8000; 0.2000; 1217.5857; 258.5360; 
1.8000; 0.3000; 1219.2297; 300.8106; 
1.8000; 0.4000; 1220.8444; 343.6328; 
1.8000; 0.5000; 1222.4513; 386.7726; 
1.8000; 0.6000; 1224.0876; 430.1963; 
1.8000; 0.7000; 1225.7892; 473.9452; 
1.8000; 0.8000; 1227.3765; 518.0540; 
1.8000; 0.9000; 1229.0321; 562.5953; 
1.8000; 1.0000; 1230.6465; 607.6378; 
1.8000; 1.1000; 1232.2037; 652.9456; 
1.8000; 1.2000; 1233.8232; 698.5298; 
1.8000; 1.3000; 1235.1583; 744.7206; 
1.8000; 1.4000; 1236.5266; 791.1850; 
1.8000; 1.5000; 1237.7742; 837.9250; 
1.8000; 1.6000; 1238.9774; 884.8057; 
1.8000; 1.7000; 1240.1200; 931.7959; 
1.8000; 1.8000; 1241.2274; 978.9011; 
1.8000; 1.9000; 1242.3596; 1026.0618; 
1.8000; 2.0000; 1243.4834; 1073.3177; 
1.8000; 2.1000; 1244.4791; 1120.5603; 
1.8000; 2.2000; 1245.3156; 1167.7655; 
1.8000; 2.3000; 1246.1517; 1214.8158; 
1.8000; 2.4000; 1246.9009; 1261.8196; 
1.8000; 2.5000; 1247.5435; 1308.5037; 
1.8000; 2.6000; 1248.1252; 1355.0658; 
1.8000; 2.7000; 1248.7253; 1401.3047; 
1.8000; 2.8000; 1249.1666; 1447.2878; 
1.8000; 2.9000; 1249.6307; 1492.9857; 
1.8000; 3.0000; 1250.0049; 1538.3110; 
1.8000; 3.1000; 1250.3463; 1583.4131; 
1.8000; 3.2000; 1250.8185; 1628.3156; 
1.8000; 3.3000; 1251.0742; 1672.7607; 
1.8000; 3.4000; 1251.3124; 1716.6829; 
1.8000; 3.5000; 1251.6299; 1760.3214; 
1.8000; 3.6000; 1251.8225; 1803.6355; 
1.8000; 3.7000; 1252.0382; 1846.5724; 
1.8000; 3.8000; 1252.2446; 1889.2938; 
1.8000; 3.9000; 1252.5404; 1931.7491; 
1.9000; 0.1000; 1171.0149; 217.0737; 
1.9000; 0.2000; 1172.5563; 258.8643; 
1.9000; 0.3000; 1173.9697; 301.1613; 
1.9000; 0.4000; 1175.4506; 344.0093; 
1.9000; 0.5000; 1176.8881; 387.2412; 
1.9000; 0.6000; 1178.3612; 430.6666; 
1.9000; 0.7000; 1179.8625; 474.3457; 
1.9000; 0.8000; 1181.3644; 518.4782; 
1.9000; 0.9000; 1182.8348; 563.1461; 
1.9000; 1.0000; 1184.2914; 608.1348; 
1.9000; 1.1000; 1185.7969; 653.3485; 
1.9000; 1.2000; 1187.2501; 698.9765; 
1.9000; 1.3000; 1188.5698; 745.1758; 
1.9000; 1.4000; 1189.8179; 791.7767; 
1.9000; 1.5000; 1190.9918; 838.5197; 
1.9000; 1.6000; 1192.1238; 885.4645; 
1.9000; 1.7000; 1193.2289; 932.6198; 
1.9000; 1.8000; 1194.3254; 979.7661; 
1.9000; 1.9000; 1195.4802; 1027.0011; 
1.9000; 2.0000; 1196.5554; 1074.3013; 
1.9000; 2.1000; 1197.5505; 1121.6508; 
1.9000; 2.2000; 1198.4547; 1168.9023; 
1.9000; 2.3000; 1199.2416; 1216.0051; 
1.9000; 2.4000; 1200.0504; 1263.0375; 
1.9000; 2.5000; 1200.8099; 1309.8850; 
1.9000; 2.6000; 1201.4646; 1356.4396; 
1.9000; 2.7000; 1202.1024; 1402.8296; 
1.9000; 2.8000; 1202.7266; 1448.8228; 
1.9000; 2.9000; 1203.2006; 1494.5348; 
1.9000; 3.0000; 1203.7465; 1539.8990; 
1.9000; 3.1000; 1204.2057; 1585.0065; 
1.9000; 3.2000; 1204.7401; 1629.8916; 
1.9000; 3.3000; 1205.1727; 1674.3752; 
1.9000; 3.4000; 1205.5695; 1718.2625; 
1.9000; 3.5000; 1205.9718; 1762.0100; 
1.9000; 3.6000; 1206.3124; 1805.1936; 
1.9000; 3.7000; 1206.7222; 1848.2079; 
1.9000; 3.8000; 1207.0630; 1890.9030; 
1.9000; 3.9000; 1207.4220; 1933.2759; 
2.0000; 0.1000; 1126.0359; 217.4651; 
2.0000; 0.2000; 1127.2921; 259.2179; 
2.0000; 0.3000; 1128.6166; 301.6849; 
2.0000; 0.4000; 1129.9521; 344.4949; 
2.0000; 0.5000; 1131.2039; 387.7513; 
2.0000; 0.6000; 1132.5536; 431.2647; 
2.0000; 0.7000; 1133.8633; 475.0117; 
2.0000; 0.8000; 1135.1730; 519.1087; 
2.0000; 0.9000; 1136.5587; 563.7506; 
2.0000; 1.0000; 1137.8564; 608.6758; 
2.0000; 1.1000; 1139.1792; 653.9676; 
2.0000; 1.2000; 1140.4854; 699.6213; 
2.0000; 1.3000; 1141.7452; 745.8416; 
2.0000; 1.4000; 1142.8796; 792.4659; 
2.0000; 1.5000; 1143.9906; 839.2454; 
2.0000; 1.6000; 1145.0970; 886.2576; 
2.0000; 1.7000; 1146.1581; 933.4072; 
2.0000; 1.8000; 1147.2189; 980.6648; 
2.0000; 1.9000; 1148.3250; 1027.9524; 
2.0000; 2.0000; 1149.3856; 1075.2914; 
2.0000; 2.1000; 1150.3630; 1122.7135; 
2.0000; 2.2000; 1151.2712; 1169.9865; 
2.0000; 2.3000; 1152.1793; 1217.1676; 
2.0000; 2.4000; 1153.0399; 1264.2268; 
2.0000; 2.5000; 1153.8417; 1311.1234; 
2.0000; 2.6000; 1154.6158; 1357.7930; 
2.0000; 2.7000; 1155.2948; 1404.1189; 
2.0000; 2.8000; 1156.0272; 1450.1552; 
2.0000; 2.9000; 1156.6871; 1495.9437; 
2.0000; 3.0000; 1157.2828; 1541.3002; 
2.0000; 3.1000; 1157.8873; 1586.4865; 
2.0000; 3.2000; 1158.5590; 1631.3715; 
2.0000; 3.3000; 1159.0988; 1675.8616; 
2.0000; 3.4000; 1159.6766; 1719.8175; 
2.0000; 3.5000; 1160.2091; 1763.5043; 
2.0000; 3.6000; 1160.7499; 1806.7975; 
2.0000; 3.7000; 1161.2640; 1849.8058; 
2.0000; 3.8000; 1161.7916; 1892.4385; 
2.0000; 3.9000; 1162.2821; 1934.7472; 
2.1000; 0.1000; 1080.9811; 217.8448; 
2.1000; 0.2000; 1082.1182; 259.8106; 
2.1000; 0.3000; 1083.2271; 302.1206; 
2.1000; 0.4000; 1084.3551; 345.0017; 
2.1000; 0.5000; 1085.4708; 388.2478; 
2.1000; 0.6000; 1086.6815; 431.8176; 
2.1000; 0.7000; 1087.8167; 475.5999; 
2.1000; 0.8000; 1088.9930; 519.7328; 
2.1000; 0.9000; 1090.1132; 564.3357; 
2.1000; 1.0000; 1091.2949; 609.3475; 
2.1000; 1.1000; 1092.4611; 654.7603; 
2.1000; 1.2000; 1093.6725; 700.4360; 
2.1000; 1.3000; 1094.7703; 746.6202; 
2.1000; 1.4000; 1095.8766; 793.2480; 
2.1000; 1.5000; 1096.9202; 840.1049; 
2.1000; 1.6000; 1097.9769; 887.1366; 
2.1000; 1.7000; 1099.0057; 934.3132; 
2.1000; 1.8000; 1100.0082; 981.6335; 
2.1000; 1.9000; 1101.0565; 1028.9413; 
2.1000; 2.0000; 1102.0886; 1076.2888; 
2.1000; 2.1000; 1103.0819; 1123.7314; 
2.1000; 2.2000; 1104.0563; 1171.0873; 
2.1000; 2.3000; 1104.9753; 1218.2603; 
2.1000; 2.4000; 1105.8875; 1265.4163; 
2.1000; 2.5000; 1106.7816; 1312.2627; 
2.1000; 2.6000; 1107.6083; 1359.0015; 
2.1000; 2.7000; 1108.4357; 1405.3810; 
2.1000; 2.8000; 1109.2223; 1451.4751; 
2.1000; 2.9000; 1109.9866; 1497.1931; 
2.1000; 3.0000; 1110.7568; 1542.6316; 
2.1000; 3.1000; 1111.4916; 1587.6765; 
2.1000; 3.2000; 1112.2311; 1632.6104; 
2.1000; 3.3000; 1112.9922; 1677.1312; 
2.1000; 3.4000; 1113.7062; 1721.1084; 
2.1000; 3.5000; 1114.3424; 1764.8486; 
2.1000; 3.6000; 1115.0455; 1808.2023; 
2.1000; 3.7000; 1115.7690; 1851.2280; 
2.1000; 3.8000; 1116.3613; 1893.8561; 
2.1000; 3.9000; 1117.0673; 1936.1595; 
2.2000; 0.1000; 1035.9058; 218.4515; 
2.2000; 0.2000; 1036.8746; 260.3470; 
2.2000; 0.3000; 1037.8389; 302.7443; 
2.2000; 0.4000; 1038.7751; 345.6466; 
2.2000; 0.5000; 1039.7736; 388.9147; 
2.2000; 0.6000; 1040.7313; 432.4734; 
2.2000; 0.7000; 1041.7271; 476.2929; 
2.2000; 0.8000; 1042.7152; 520.4890; 
2.2000; 0.9000; 1043.7264; 565.1349; 
2.2000; 1.0000; 1044.7357; 610.2014; 
2.2000; 1.1000; 1045.7400; 655.5460; 
2.2000; 1.2000; 1046.7421; 701.3334; 
2.2000; 1.3000; 1047.7384; 747.5132; 
2.2000; 1.4000; 1048.7531; 794.1563; 
2.2000; 1.5000; 1049.7958; 841.0352; 
2.2000; 1.6000; 1050.7587; 888.1191; 
2.2000; 1.7000; 1051.7415; 935.2983; 
2.2000; 1.8000; 1052.7407; 982.5755; 
2.2000; 1.9000; 1053.7789; 1029.9242; 
2.2000; 2.0000; 1054.7639; 1077.3268; 
2.2000; 2.1000; 1055.7360; 1124.7494; 
2.2000; 2.2000; 1056.7318; 1172.0979; 
2.2000; 2.3000; 1057.6991; 1219.3226; 
2.2000; 2.4000; 1058.6589; 1266.4937; 
2.2000; 2.5000; 1059.5842; 1313.4076; 
2.2000; 2.6000; 1060.5546; 1360.1553; 
2.2000; 2.7000; 1061.4575; 1406.4900; 
2.2000; 2.8000; 1062.3481; 1452.5371; 
2.2000; 2.9000; 1063.2373; 1498.2581; 
2.2000; 3.0000; 1064.1147; 1543.7234; 
2.2000; 3.1000; 1065.0400; 1588.7982; 
2.2000; 3.2000; 1065.8943; 1633.6937; 
2.2000; 3.3000; 1066.7769; 1678.2117; 
2.2000; 3.4000; 1067.6442; 1722.3022; 
2.2000; 3.5000; 1068.4508; 1765.9835; 
2.2000; 3.6000; 1069.3073; 1809.4316; 
2.2000; 3.7000; 1070.1543; 1852.4912; 
2.2000; 3.8000; 1071.0042; 1895.0466; 
2.2000; 3.9000; 1071.8567; 1937.4081; 
2.3000; 0.1000; 990.8400; 219.1471; 
2.3000; 0.2000; 991.5819; 261.1152; 
2.3000; 0.3000; 992.3636; 303.7054; 
2.3000; 0.4000; 993.1467; 346.6317; 
2.3000; 0.5000; 993.9447; 389.9412; 
2.3000; 0.6000; 994.7511; 433.5190; 
2.3000; 0.7000; 995.6019; 477.3661; 
2.3000; 0.8000; 996.4125; 521.5675; 
2.3000; 0.9000; 997.2234; 566.1456; 
2.3000; 1.0000; 998.0852; 611.1446; 
2.3000; 1.1000; 998.9490; 656.5157; 
2.3000; 1.2000; 999.8301; 702.3977; 
2.3000; 1.3000; 1000.7148; 748.6014; 
2.3000; 1.4000; 1001.6667; 795.1589; 
2.3000; 1.5000; 1002.6008; 842.0374; 
2.3000; 1.6000; 1003.4961; 889.1094; 
2.3000; 1.7000; 1004.4299; 936.2960; 
2.3000; 1.8000; 1005.3981; 983.5833; 
2.3000; 1.9000; 1006.3572; 1030.9419; 
2.3000; 2.0000; 1007.3729; 1078.3248; 
2.3000; 2.1000; 1008.3373; 1125.7554; 
2.3000; 2.2000; 1009.3538; 1173.0878; 
2.3000; 2.3000; 1010.3387; 1220.3483; 
2.3000; 2.4000; 1011.3517; 1267.5016; 
2.3000; 2.5000; 1012.3878; 1314.4805; 
2.3000; 2.6000; 1013.3773; 1361.1608; 
2.3000; 2.7000; 1014.4218; 1407.4825; 
2.3000; 2.8000; 1015.4379; 1453.5402; 
2.3000; 2.9000; 1016.4488; 1499.2457; 
2.3000; 3.0000; 1017.4734; 1544.6608; 
2.3000; 3.1000; 1018.5341; 1589.8259; 
2.3000; 3.2000; 1019.5475; 1634.6119; 
2.3000; 3.3000; 1020.5814; 1679.0763; 
2.3000; 3.4000; 1021.5036; 1723.2544; 
2.3000; 3.5000; 1022.5800; 1766.9855; 
2.3000; 3.6000; 1023.5690; 1810.4037; 
2.3000; 3.7000; 1024.5509; 1853.3928; 
2.3000; 3.8000; 1025.5754; 1895.9982; 
2.3000; 3.9000; 1026.5653; 1938.2837; 
2.4000; 0.1000; 945.7300; 220.0993; 
2.4000; 0.2000; 946.2579; 261.9995; 
2.4000; 0.3000; 946.9006; 304.5910; 
2.4000; 0.4000; 947.5371; 347.6533; 
2.4000; 0.5000; 948.1839; 390.9796; 
2.4000; 0.6000; 948.8583; 434.6003; 
2.4000; 0.7000; 949.4732; 478.5167; 
2.4000; 0.8000; 950.1599; 522.6824; 
2.4000; 0.9000; 950.8088; 567.1911; 
2.4000; 1.0000; 951.4490; 612.2334; 
2.4000; 1.1000; 952.2086; 657.6461; 
2.4000; 1.2000; 952.9517; 703.5274; 
2.4000; 1.3000; 953.7545; 749.7637; 
2.4000; 1.4000; 954.5967; 796.2439; 
2.4000; 1.5000; 955.3943; 843.1059; 
2.4000; 1.6000; 956.2779; 890.1564; 
2.4000; 1.7000; 957.1994; 937.2987; 
2.4000; 1.8000; 958.1426; 984.5790; 
2.4000; 1.9000; 959.0712; 1031.9297; 
2.4000; 2.0000; 960.0591; 1079.2804; 
2.4000; 2.1000; 961.0618; 1126.7179; 
2.4000; 2.2000; 962.0416; 1174.0277; 
2.4000; 2.3000; 963.0698; 1221.2462; 
2.4000; 2.4000; 964.1335; 1268.4393; 
2.4000; 2.5000; 965.1893; 1315.4005; 
2.4000; 2.6000; 966.3026; 1362.0569; 
2.4000; 2.7000; 967.4240; 1408.3441; 
2.4000; 2.8000; 968.6097; 1454.3376; 
2.4000; 2.9000; 969.7518; 1500.0601; 
2.4000; 3.0000; 970.8990; 1545.4611; 
2.4000; 3.1000; 972.0579; 1590.6188; 
2.4000; 3.2000; 973.1824; 1635.4213; 
2.4000; 3.3000; 974.3331; 1679.9083; 
2.4000; 3.4000; 975.4655; 1723.9651; 
2.4000; 3.5000; 976.6999; 1767.6783; 
2.4000; 3.6000; 977.8024; 1811.0874; 
2.4000; 3.7000; 978.9703; 1854.0950; 
2.4000; 3.8000; 980.0815; 1896.7057; 
2.4000; 3.9000; 981.2989; 1939.0940; 
2.5000; 0.1000; 900.6677; 221.2337; 
2.5000; 0.2000; 901.0236; 263.1120; 
2.5000; 0.3000; 901.4600; 305.6257; 
2.5000; 0.4000; 901.9632; 348.5516; 
2.5000; 0.5000; 902.3987; 391.9767; 
2.5000; 0.6000; 902.9280; 435.6088; 
2.5000; 0.7000; 903.4412; 479.6418; 
2.5000; 0.8000; 903.9529; 523.8656; 
2.5000; 0.9000; 904.3984; 568.3992; 
2.5000; 1.0000; 904.9556; 613.4030; 
2.5000; 1.1000; 905.4993; 658.8572; 
2.5000; 1.2000; 906.1489; 704.7269; 
2.5000; 1.3000; 906.8228; 750.8603; 
2.5000; 1.4000; 907.5339; 797.3899; 
2.5000; 1.5000; 908.2778; 844.0997; 
2.5000; 1.6000; 909.1500; 891.1494; 
2.5000; 1.7000; 909.9765; 938.2422; 
2.5000; 1.8000; 910.8712; 985.5472; 
2.5000; 1.9000; 911.8329; 1032.8770; 
2.5000; 2.0000; 912.8279; 1080.2285; 
2.5000; 2.1000; 913.8164; 1127.6023; 
2.5000; 2.2000; 914.8152; 1174.8998; 
2.5000; 2.3000; 915.8647; 1222.1033; 
2.5000; 2.4000; 916.9459; 1269.2188; 
2.5000; 2.5000; 918.0944; 1316.1652; 
2.5000; 2.6000; 919.2977; 1362.7892; 
2.5000; 2.7000; 920.4963; 1409.0687; 
2.5000; 2.8000; 921.8256; 1455.1261; 
2.5000; 2.9000; 923.0612; 1500.7955; 
2.5000; 3.0000; 924.3273; 1546.1217; 
2.5000; 3.1000; 925.6470; 1591.2804; 
2.5000; 3.2000; 926.9236; 1636.1167; 
2.5000; 3.3000; 928.1784; 1680.5643; 
2.5000; 3.4000; 929.5024; 1724.5701; 
2.5000; 3.5000; 930.8398; 1768.2478; 
2.5000; 3.6000; 932.1388; 1811.6882; 
2.5000; 3.7000; 933.3849; 1854.6313; 
2.5000; 3.8000; 934.7233; 1897.3707; 
2.5000; 3.9000; 936.0402; 1939.8331; 
2.6000; 0.1000; 855.5976; 222.1967; 
2.6000; 0.2000; 855.8361; 264.2437; 
2.6000; 0.3000; 856.0463; 306.6886; 
2.6000; 0.4000; 856.3679; 349.7431; 
2.6000; 0.5000; 856.7778; 393.1275; 
2.6000; 0.6000; 857.0821; 436.8778; 
2.6000; 0.7000; 857.4664; 480.9447; 
2.6000; 0.8000; 857.8465; 525.1371; 
2.6000; 0.9000; 858.1465; 569.6535; 
2.6000; 1.0000; 858.4853; 614.6149; 
2.6000; 1.1000; 858.9343; 660.0179; 
2.6000; 1.2000; 859.4113; 705.8615; 
2.6000; 1.3000; 860.0142; 752.0306; 
2.6000; 1.4000; 860.6575; 798.5150; 
2.6000; 1.5000; 861.3410; 845.2368; 
2.6000; 1.6000; 862.0826; 892.1437; 
2.6000; 1.7000; 862.8928; 939.2411; 
2.6000; 1.8000; 863.7454; 986.4437; 
2.6000; 1.9000; 864.6819; 1033.7710; 
2.6000; 2.0000; 865.6660; 1081.0839; 
2.6000; 2.1000; 866.6493; 1128.3909; 
2.6000; 2.2000; 867.6721; 1175.6876; 
2.6000; 2.3000; 868.7646; 1222.8538; 
2.6000; 2.4000; 869.8753; 1269.9644; 
2.6000; 2.5000; 871.0798; 1316.8000; 
2.6000; 2.6000; 872.3942; 1363.3693; 
2.6000; 2.7000; 873.6981; 1409.7506; 
2.6000; 2.8000; 875.0446; 1455.7493; 
2.6000; 2.9000; 876.4542; 1501.3799; 
2.6000; 3.0000; 877.8463; 1546.7960; 
2.6000; 3.1000; 879.2055; 1591.9403; 
2.6000; 3.2000; 880.6809; 1636.7079; 
2.6000; 3.3000; 882.0576; 1681.1450; 
2.6000; 3.4000; 883.5618; 1725.1311; 
2.6000; 3.5000; 885.0277; 1768.7633; 
2.6000; 3.6000; 886.4608; 1811.9861; 
2.6000; 3.7000; 887.9305; 1855.0043; 
2.6000; 3.8000; 889.3425; 1897.7977; 
2.6000; 3.9000; 890.8470; 1940.2090; 
2.7000; 0.1000; 810.5402; 223.3266; 
2.7000; 0.2000; 810.6465; 265.2997; 
2.7000; 0.3000; 810.7458; 307.9016; 
2.7000; 0.4000; 810.9269; 350.9435; 
2.7000; 0.5000; 811.1014; 394.3240; 
2.7000; 0.6000; 811.3105; 438.1012; 
2.7000; 0.7000; 811.5966; 482.1641; 
2.7000; 0.8000; 811.8237; 526.5041; 
2.7000; 0.9000; 811.9996; 571.1014; 
2.7000; 1.0000; 812.1589; 615.9697; 
2.7000; 1.1000; 812.4765; 661.3408; 
2.7000; 1.2000; 812.9073; 707.1586; 
2.7000; 1.3000; 813.3430; 753.2525; 
2.7000; 1.4000; 813.9078; 799.7158; 
2.7000; 1.5000; 814.4958; 846.3290; 
2.7000; 1.6000; 815.1377; 893.2078; 
2.7000; 1.7000; 815.8856; 940.2484; 
